cte_true,mc_mean,mc_std
0.35171,-2.67930,0.49027
0.23819,-2.22535,0.50119
0.10683,-2.19000,0.86005
-0.03336,-2.11043,0.63087
-0.20353,-2.08160,0.60692
-0.37915,-2.80118,0.74744
-0.55523,-3.24664,0.36504
-0.71074,-3.26554,0.46240
-0.88722,-3.53930,0.60817
-1.04839,-3.49078,0.47795
-1.18477,-3.51290,0.58792
-1.27059,-3.72414,0.84730
-1.36663,-4.16846,0.73352
-1.42891,-4.04695,0.94659
-1.45599,-3.67614,0.76783
-1.45028,-3.72845,0.64168
-1.40569,-3.21493,0.81563
-1.35719,-2.98850,1.18698
-1.27680,-3.00250,0.69149
-1.16632,-3.20366,0.77141
-1.01337,-3.98824,0.97535
-0.88038,-4.03045,1.15168
-0.73260,-3.77779,1.20392
-0.57332,-3.59887,0.78413
-0.37596,-3.56155,0.69041
-0.22982,-3.28269,0.81751
-0.08813,-3.20370,0.69925
0.04593,-3.32139,0.78300
0.16955,-3.07714,0.95785
0.29093,-2.32905,0.92629
0.34706,-2.32733,0.58090
0.38150,-2.15490,0.64277
0.39322,-2.69326,0.65559
0.39936,-2.67505,0.50553
0.33194,-2.31431,0.39523
0.24359,-2.11574,0.57920
0.13910,-1.90869,0.86641
0.04856,-2.04022,0.77342
-0.11971,-1.67899,0.74409
-0.29465,-2.17393,0.68089
-0.46828,-2.97571,0.50665
-0.58143,-3.07206,0.59003
-0.78634,-3.36604,0.42293
-0.97964,-3.92430,0.76789
-1.15119,-3.63389,0.62969
-1.29620,-3.72450,0.71635
-1.37260,-3.81122,0.59828
-1.49825,-3.83468,0.60743
-1.58992,-3.61416,0.60118
-1.64897,-3.59179,0.98243
-1.67547,-3.48220,0.70403
-1.65704,-3.80312,0.75959
-1.65974,-3.62037,1.17239
-1.63015,-3.87910,0.69833
-1.56858,-3.00749,0.80901
-1.44513,-3.29657,0.64314
-1.35760,-2.59654,1.17576
-1.23920,-2.40787,1.51430
-1.09156,-2.59784,1.73174
-0.92082,-2.90841,1.62432
-0.71878,-3.22464,0.51728
-0.55388,-3.49620,0.81562
-0.38084,-3.29182,1.25050
-0.20421,-2.97647,1.07191
-0.00163,-3.79931,0.92780
0.13406,-3.11703,1.14653
0.25606,-2.56248,1.00874
0.35971,-2.09061,1.15922
0.44060,-2.54047,1.29372
0.50415,-2.55600,1.00050
0.50996,-2.49792,0.68158
0.48902,-2.50280,0.63759
0.44326,-2.72446,0.49522
0.38081,-2.52228,0.58292
0.26750,-1.84654,0.70208
0.13784,-0.96672,1.35669
-0.00387,-1.44335,1.02547
-0.14329,-1.83531,0.57867
-0.32092,-1.73159,1.27973
-0.49958,-1.93551,0.91158
-0.67022,-2.57178,1.21639
-0.80946,-2.65276,0.76271
-0.96939,-3.33612,0.89213
-1.10985,-3.39995,0.95944
-1.22194,-3.41489,0.67772
-1.30287,-4.29759,0.79789
-1.34590,-3.39317,1.48417
-1.37843,-4.06396,0.90245
-1.37736,-3.73708,1.00780
-1.34378,-3.79722,0.62122
-1.26925,-3.62661,0.78778
-1.18695,-2.61752,1.89520
-1.07816,-3.36021,1.41061
-0.94693,-2.68494,1.31798
-0.78376,-2.70860,0.78033
-0.63099,-2.72008,0.88168
-0.46803,-2.57802,1.30949
-0.30049,-3.30889,1.54601
-0.13322,-3.07290,1.15481
0.03606,-1.35727,1.47280
0.18036,-0.51950,1.44736
0.30995,-0.21435,1.24185
0.41944,-0.38343,1.38572
0.51288,-0.73328,1.55192
0.56319,-2.73952,1.28949
0.58500,-3.02641,0.70372
0.57813,-2.74252,0.72130
0.55094,-2.80423,0.71646
0.48057,-3.10616,0.50158
0.38595,-2.48471,0.61558
0.27076,-2.57409,0.66996
0.14556,-1.16079,1.45022
-0.01046,-2.14157,0.84669
-0.17517,-1.79549,0.83691
-0.34311,-1.59955,1.02199
-0.51191,-1.81886,1.31726
-0.67345,-2.44292,0.86396
-0.83241,-2.73297,1.12865
-0.97631,-3.11870,0.79252
-1.10065,-3.39896,0.99116
-1.19470,-4.06809,0.87090
-1.27072,-3.73355,0.88308
-1.31466,-3.87942,0.75547
-1.32573,-3.47800,0.76302
-1.29937,-3.48579,0.72119
-1.25131,-3.81066,0.73091
-1.17463,-2.90928,1.90155
-1.07140,-4.02384,1.71282
-0.94529,-3.05000,1.76968
-0.80003,-3.21897,1.16187
-0.64563,-2.97663,0.69776
-0.48116,-3.31489,0.69354
-0.31290,-3.75702,0.91460
-0.14263,-2.71911,1.02439
0.01718,-0.95249,1.14527
0.16841,-1.22883,1.39377
0.30591,0.02842,1.61303
0.42402,0.19712,1.25777
0.51555,0.22613,1.56075
0.58099,0.26795,1.35049
0.61651,-2.59687,0.94682
0.62267,-2.69567,0.80998
0.59989,-3.20858,0.57501
0.54427,-3.35164,0.69675
0.46300,-3.17059,0.55779
0.35914,-2.91461,0.47505
0.23431,-2.25994,0.68090
0.09257,-1.45926,1.13822
-0.06171,-2.61797,0.54618
-0.22149,-1.30090,1.50520
-0.38231,-1.93354,1.07839
-0.54239,-2.97466,0.47491
-0.69634,-3.20361,0.69131
-0.83577,-3.43481,0.67090
-0.95656,-3.67402,0.81540
-1.05743,-3.62090,0.91601
-1.13414,-3.82949,0.71574
-1.18364,-3.94032,0.78246
-1.20324,-3.62738,0.72524
-1.19329,-3.65481,0.64268
-1.15475,-3.83859,1.01830
-1.08891,-3.54502,1.18244
-0.99929,-5.04562,1.20670
