cte_true,mc_mean,mc_std
0.23993,-4.55475,0.78661
0.25996,-4.89686,0.69273
0.29564,-4.58246,0.68993
0.30365,-4.81320,0.77610
0.25866,-3.95418,0.59097
0.25413,-3.66837,0.54601
0.22195,-4.14553,0.90039
0.16199,-3.58386,0.52191
0.08499,-3.52665,0.41918
0.02146,-3.40493,0.51345
-0.06133,-3.71003,0.46508
-0.16272,-3.72674,0.51114
-0.22019,-3.77940,0.55038
-0.28427,-3.54546,0.56914
-0.36304,-3.52402,0.48924
-0.37364,-3.73485,0.45784
-0.38117,-3.56669,0.65100
-0.39618,-3.73798,0.47318
-0.34526,-3.80431,0.62690
-0.28932,-4.38827,0.84097
-0.24396,-4.33395,0.63354
-0.13612,-4.44016,0.83499
-0.03104,-4.87129,0.82081
0.05138,-4.84748,0.92129
0.18259,-4.87378,0.81310
0.29017,-4.85572,0.86016
0.35541,-5.07214,0.97996
0.44062,-4.69376,0.81099
0.48277,-4.44879,0.85906
0.46680,-4.72107,0.87462
0.45468,-4.34953,0.64213
0.39429,-4.35314,0.61275
0.27825,-3.38460,0.51831
0.16907,-3.79138,0.52760
0.02378,-3.37409,0.59805
-0.16280,-3.41653,0.49880
-0.30688,-1.82675,0.73731
-0.45871,-1.73094,0.57490
-0.61894,-2.82015,0.52077
-0.70766,-2.81056,0.48471
-0.77633,-3.07903,0.66370
-0.81429,-3.57865,0.62697
-0.78769,-3.22253,0.47507
-0.74761,-4.20811,0.60518
-0.67225,-4.58999,0.72082
-0.55242,-4.99437,0.93847
-0.45261,-4.81505,0.84613
-0.26141,-5.13127,0.82641
-0.08422,-5.16289,1.01749
0.05768,-5.64378,0.83149
0.25096,-4.99517,0.73240
0.39266,-5.51326,1.21566
0.46926,-6.07871,1.27232
0.55318,-5.28590,0.92840
0.55845,-4.79482,1.06927
0.49165,-4.24042,0.60266
0.40456,-4.22243,0.51010
0.24291,-3.84184,0.46307
0.03159,-3.53205,0.56921
-0.17284,-1.76794,1.01071
-0.41660,-2.82147,0.74039
-0.66962,-2.67563,0.86006
-0.88730,-0.15774,0.79592
-1.10303,-0.28610,1.10301
-1.26688,-1.60582,0.84015
-1.36781,-2.93632,0.60437
-1.43344,-2.48699,0.85392
-1.36991,-3.08293,0.58819
-1.25254,-2.96883,0.42762
-1.07007,-5.09717,0.99561
-0.80167,-4.68603,0.92345
-0.50286,-4.67038,0.81359
-0.17453,-6.32802,1.26741
0.17724,-5.58536,1.22979
0.50404,-5.14081,0.98621
0.79527,-4.89949,1.07965
1.04996,-5.06776,0.97058
1.22163,-4.46964,0.71473
1.32471,-4.10681,0.88557
1.38717,-4.36122,1.07170
1.36426,-4.84181,0.83603
1.27254,-5.10094,0.90692
1.13746,-4.59655,0.81317
0.92317,-3.09321,0.49427
0.64213,-1.86443,0.95686
0.33542,0.30241,0.15608
-0.03630,-0.64280,0.57913
-0.47265,-1.16468,0.52938
-0.88329,0.22445,1.12790
-1.30440,1.81107,0.76997
-1.71158,2.82541,0.82780
-2.06408,3.28840,0.87560
-2.32068,3.19365,0.68204
-2.50350,2.32490,1.03374
-2.57829,-0.35595,2.06507
-2.54907,-2.05565,0.80390
-2.44785,-2.28261,0.49518
-2.20518,-2.17036,0.54015
-1.89326,-3.69514,0.71102
-1.52198,-3.75701,0.62501
-1.06693,-4.26887,0.79401
-0.57505,-5.21081,0.77019
-0.06770,-4.69342,1.01454
0.44203,-4.19426,0.76924
0.89060,-3.40179,0.91698
1.28400,-3.18235,1.01492
1.61260,-3.15068,0.98288
1.87205,-3.46740,1.02097
2.04928,-3.13444,0.73534
2.14645,-2.96001,0.45054
2.16789,-3.29170,0.70996
2.08333,-3.98093,0.69050
1.92269,-4.46820,0.80279
1.69888,-3.83916,0.79411
1.39293,-1.68266,1.11582
1.02623,0.85704,0.16716
0.60943,0.82962,0.39249
0.12583,-0.08161,0.13273
-0.39561,-0.29969,0.42271
-0.94131,-1.10480,1.33468
-1.49616,2.33887,1.81791
-2.02904,5.28302,0.99436
-2.53852,4.27635,0.93375
-2.99721,4.71340,0.87378
-3.40159,5.42816,1.00072
-3.73794,4.90588,0.88973
-4.03250,5.70837,0.80453
-4.26179,4.61543,0.92198
-4.42346,4.03459,0.64293
-4.51339,4.52229,0.74606
-4.55046,4.62063,0.80261
-4.51776,3.60446,0.53419
-4.40473,2.53103,1.84462
-4.25696,3.59752,1.07602
-4.04325,3.86127,1.42689
-3.76640,-0.51140,2.22840
-3.42565,-2.99907,0.62002
-3.05097,-2.11022,0.44888
-2.62398,-3.58652,0.58862
-2.14977,-4.00204,0.87324
-1.61916,-3.31270,0.59128
-1.07904,-5.52244,0.96576
-0.51271,-4.11468,0.97600
0.06615,-2.43493,0.47577
0.64318,-2.41447,0.73520
1.20004,-0.97739,0.35106
1.72490,-0.29749,0.20260
2.19637,-0.23567,0.23480
2.61068,-0.18376,0.16522
2.97578,-0.10711,0.21110
3.27741,-0.22943,0.19328
3.51603,-0.39833,0.22188
3.68447,-0.29710,0.21297
3.78087,-0.38559,0.16347
3.81894,-0.48518,0.23457
3.78250,-0.84689,0.28616
3.67948,-1.00583,0.33694
3.51876,-1.68956,0.41236
3.27534,-1.80339,0.44456
2.96746,-3.14659,0.50644
2.61401,-2.95763,0.40906
2.18293,1.49857,0.27009
1.70823,1.39461,0.26933
1.18759,1.07577,0.34032
0.63893,1.24853,0.35760
0.07592,-0.21845,0.12592
-0.52723,-1.06751,0.22132
-1.14335,-1.54393,0.70516
-1.76191,-1.15494,2.86662
-2.36990,1.70420,1.57429
-2.95427,3.71906,0.64969
-3.51007,5.07686,0.93892
-4.03176,3.94789,0.74285
-4.51385,4.53036,0.93995
-4.94467,4.58335,0.75333
-5.34205,4.67436,1.04498
-5.68631,3.93334,0.56096
-5.97375,3.41658,0.64637
-6.19258,3.98148,0.94054
-6.38118,3.86568,0.81262
-6.49842,3.99041,0.83014
-6.55360,4.23095,0.71978
-6.54507,3.96310,0.93539
-6.47944,3.87073,0.53748
-6.34947,3.88577,0.64731
-6.13786,3.77695,0.82587
