cte_true,mc_mean,mc_std
0.56497,0.75786,0.19739
0.61585,0.65407,0.19489
0.70081,0.76548,0.15450
0.75093,0.69130,0.10976
0.76472,0.73351,0.17593
0.69297,0.73611,0.14470
0.67662,0.64669,0.15151
0.62875,0.49309,0.11028
0.55003,0.47161,0.13501
0.44355,0.29174,0.20208
0.28096,0.20756,0.15991
0.17020,0.02185,0.10033
0.04526,0.03190,0.10976
-0.08979,-0.11597,0.11675
-0.23100,-0.15319,0.14348
-0.39233,-0.34910,0.17141
-0.49585,-0.53492,0.15245
-0.59097,-0.73835,0.15926
-0.67550,-0.67102,0.18694
-0.77870,-0.81025,0.18649
-0.79633,-0.76056,0.18282
-0.79482,-0.75326,0.17494
-0.77578,-0.76343,0.17803
-0.77950,-0.62453,0.18660
-0.68817,-0.67779,0.14606
-0.58301,-0.52044,0.18561
-0.46868,-0.42489,0.15767
-0.34907,-0.08619,0.13986
-0.24382,-0.04361,0.13418
-0.08512,-0.03265,0.08787
0.06623,0.19962,0.12543
0.20420,0.21591,0.16626
0.28658,0.28693,0.16156
0.42528,0.30403,0.15280
0.53865,0.38543,0.14062
0.62168,0.42058,0.18992
0.67182,0.53773,0.13959
0.66924,0.74685,0.16888
0.69225,0.66952,0.19394
0.68209,0.54042,0.14103
0.63877,0.52814,0.14787
0.52255,0.60327,0.12006
0.46021,0.13989,0.16125
0.37476,0.08694,0.11081
0.26633,0.22826,0.13650
0.13859,-0.00262,0.09393
-0.02790,-0.04577,0.11433
-0.13842,-0.21758,0.13906
-0.25479,-0.40510,0.13010
-0.37398,-0.54188,0.13763
-0.53623,-0.74007,0.17063
-0.60624,-0.82586,0.20217
-0.66527,-0.91205,0.14045
-0.71215,-0.88774,0.16620
-0.74404,-1.01728,0.21088
-0.77551,-0.84224,0.17912
-0.73562,-0.88201,0.12671
-0.67994,-0.69768,0.13955
-0.61136,-0.62333,0.13874
-0.53116,-0.63170,0.17508
-0.44207,-0.33945,0.15121
-0.34713,-0.32134,0.14763
-0.25116,-0.41003,0.16979
-0.15732,-0.22763,0.19167
-0.06697,-0.01254,0.13075
0.01638,-0.03742,0.12066
