cte_true,mc_mean,mc_std,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9
0.37253,0.29537,0.17826,0.25680,0.47245,0.14401,0.18179,0.05068,0.54871,0.40940,0.31716,0.48588,0.08680
0.33698,0.19595,0.09702,0.23548,0.08871,0.26854,0.16109,0.10913,0.24815,0.39450,0.22414,0.08703,0.14274
0.20817,-0.08337,0.15638,0.02695,-0.18171,0.17251,-0.02214,-0.04697,-0.35119,-0.29269,0.01668,-0.10978,-0.04537
-0.02107,-0.22810,0.17600,-0.12856,-0.36457,-0.23581,-0.02875,-0.15804,-0.36432,-0.61690,-0.11733,-0.18637,-0.08038
-0.27605,-0.64409,0.10401,-0.67448,-0.77412,-0.58851,-0.59695,-0.65005,-0.65855,-0.82970,-0.45223,-0.61628,-0.60005
-0.57396,-0.86203,0.13488,-1.00898,-0.93710,-0.92757,-0.99458,-0.80532,-0.79992,-1.02549,-0.69825,-0.77753,-0.64553
-0.94980,-1.01795,0.17113,-1.06013,-1.08292,-1.08894,-1.35856,-0.99157,-0.88313,-1.18168,-0.84175,-0.85690,-0.83397
-1.31320,-1.45712,0.14467,-1.46613,-1.57856,-1.42670,-1.40390,-1.63453,-1.36597,-1.67255,-1.31593,-1.49859,-1.20828
-1.59168,-1.97428,0.15550,-1.83845,-2.27174,-1.87051,-1.88839,-2.06187,-1.98502,-1.96601,-2.02882,-1.72246,-2.10950
-1.95333,-2.36318,0.23059,-2.26008,-2.78272,-2.50780,-2.25346,-2.54525,-2.38471,-2.07381,-2.52501,-2.03970,-2.25932
-2.24497,-2.66251,0.33248,-2.80947,-3.14357,-2.80960,-2.22190,-3.06135,-2.75177,-2.39878,-2.77730,-2.16849,-2.48288
-2.46453,-2.69775,0.33774,-2.81580,-3.13908,-2.76201,-2.31100,-3.16373,-2.83758,-2.50555,-2.87656,-2.19722,-2.36903
-2.60932,-2.94175,0.35371,-2.99372,-2.88615,-3.00998,-2.60768,-3.49730,-3.06048,-2.55087,-3.49825,-2.48917,-2.82395
-2.67796,-2.90724,0.31114,-2.73955,-2.83044,-3.24671,-2.59542,-3.33349,-2.87925,-2.75287,-3.26089,-2.38453,-3.04921
-2.67029,-2.66144,0.27660,-2.40805,-3.01462,-2.86939,-2.61914,-2.76144,-2.73653,-2.37468,-3.03806,-2.20360,-2.58885
-2.58715,-2.50645,0.42242,-2.34982,-2.79670,-2.74153,-2.15033,-2.56602,-2.75310,-1.73769,-3.05791,-2.03710,-2.87426
-2.43031,-2.31742,0.37759,-2.66929,-2.25659,-2.60632,-1.75246,-2.47504,-2.19800,-1.91304,-2.64960,-1.85796,-2.79591
-2.20246,-2.00854,0.28217,-2.43036,-1.89452,-2.26916,-1.62602,-2.01015,-2.22130,-1.51828,-2.02483,-1.93863,-2.15215
-1.90195,-1.39467,0.63440,-2.07637,-0.89579,-1.84619,0.08196,-1.50940,-1.69379,-0.97164,-1.65833,-1.70309,-1.67403
-1.49636,-0.74980,0.87551,-1.58130,1.00292,-1.34915,-1.22607,-1.32253,-0.96243,-1.37961,-0.16303,-0.94828,0.43153
-1.03677,-0.42669,0.44458,-0.99448,0.48526,-0.77423,-0.50008,-0.16579,-0.18223,-1.02065,-0.40666,-0.29457,-0.41348
-0.57256,-0.07049,0.27544,-0.41194,0.13320,-0.13767,-0.10611,0.33839,0.20698,-0.55076,0.09711,-0.07706,-0.19699
-0.01677,0.16952,0.31977,0.08228,0.39187,0.12067,-0.36933,0.22010,0.14639,0.83708,0.31444,-0.13762,0.08930
0.54867,0.43815,0.22027,0.42608,0.71058,0.32822,0.14544,0.36441,0.17957,0.70338,0.47515,0.29448,0.75420
