cte_true,mc_mean,mc_std,m0,m1,m2,m3,m4,m5,m6,m7,m8,m9
-1.09143,-0.77386,0.51885,-0.65941,-1.38508,-0.77194,-0.08808,-0.27853,-0.96429,-1.27743,-1.36657,0.02590,-0.97316
-1.15666,-0.98309,0.51239,-0.82124,-1.51470,-0.95456,-0.37425,-0.62461,-1.22957,-1.42563,-1.54843,-0.04426,-1.29364
-1.19941,-1.01403,0.43740,-0.71606,-1.39576,-1.34409,-0.71836,-0.44190,-1.22453,-1.42412,-1.45616,-0.27927,-1.14003
-1.21880,-1.09861,0.42687,-0.67376,-1.60023,-1.38325,-0.87331,-0.61481,-1.20401,-1.48481,-1.63207,-0.47034,-1.04951
-1.21384,-1.02123,0.39623,-0.62138,-1.43882,-1.26485,-0.85576,-0.29304,-1.13552,-1.32748,-1.56345,-0.79986,-0.91215
-1.18492,-1.08769,0.24865,-0.66723,-1.31809,-1.27492,-1.10310,-0.74109,-1.28729,-1.29020,-1.29116,-1.02940,-0.87438
-1.13293,-1.06700,0.22951,-0.81862,-0.90625,-1.36168,-1.03678,-0.80097,-1.36482,-1.32003,-1.19185,-1.04539,-0.82362
-1.05928,-1.07504,0.21164,-1.07471,-0.84388,-1.12699,-0.92557,-0.97759,-1.51593,-1.35322,-1.07074,-0.96111,-0.90070
-0.96694,-0.88254,0.26670,-0.91678,-0.70263,-0.64544,-0.81132,-0.73015,-1.50203,-1.12048,-0.98670,-0.64261,-0.76721
-0.85860,-0.67707,0.30750,-0.75647,-0.63585,-0.31348,-0.76921,-0.33027,-1.31528,-0.79250,-0.87525,-0.32833,-0.65411
-0.73684,-0.43974,0.27428,-0.48467,-0.45744,-0.01278,-0.62136,-0.03041,-0.75737,-0.66948,-0.72839,-0.20554,-0.42994
-0.60473,-0.26215,0.20739,-0.25275,-0.23172,0.09917,-0.33891,0.02210,-0.39402,-0.54979,-0.50862,-0.17724,-0.28966
-0.46674,-0.14795,0.18706,-0.13615,-0.19077,0.26387,-0.17274,0.03898,-0.21290,-0.36658,-0.38301,-0.14909,-0.17108
-0.32595,-0.10795,0.16401,-0.09821,-0.11721,0.27366,-0.12370,0.04030,-0.24550,-0.27962,-0.26125,-0.11370,-0.15426
